,sample index,Time_Stamps,audio_file_name,image_file_name,class_name,class_name_v2,Layer number,Sample number,class_name_v3,X,Y,Z,Vx,Vy,Vz,Speed
2534,2535,101.36,sample_21_2535.wav,sample_21_2535.jpg,,,26.0,21,Laser defocus,39.388,-0.015,9.586,24.476,0.905,-1.508,24.539
2535,2536,101.4,sample_21_2536.wav,sample_21_2536.jpg,,,26.0,21,Laser defocus,40.377,-0.018,9.581,23.249,0.146,-0.632,23.258
2536,2537,101.44,sample_21_2537.wav,sample_21_2537.jpg,,,26.0,21,Laser defocus,41.365,-0.021,9.576,23.072,0.073,-1.145,23.1
2537,2538,101.48,sample_21_2538.wav,sample_21_2538.jpg,,,26.0,21,Laser defocus,42.466,-0.021,9.574,24.795,1.058,-1.084,24.842
2538,2539,101.52,sample_21_2539.wav,sample_21_2539.jpg,,,26.0,21,Laser defocus,43.46,-0.011,9.556,25.645,0.507,-0.457,25.654
2539,2540,101.56,sample_21_2540.wav,sample_21_2540.jpg,,,26.0,21,Laser defocus,44.372,-0.01,9.565,25.406,-0.468,0.813,25.423
2540,2541,101.60000000000001,sample_21_2541.wav,sample_21_2541.jpg,Crack,Defective,26.0,21,Laser defocus,45.375,-0.015,9.571,25.794,-0.783,1.061,25.828
2541,2542,101.64,sample_21_2542.wav,sample_21_2542.jpg,Crack,Defective,26.0,21,Laser defocus,46.473,-0.022,9.577,25.494,-0.95,0.257,25.513
2542,2543,101.68,sample_21_2543.wav,sample_21_2543.jpg,Crack,Defective,26.0,21,Laser defocus,47.372,-0.015,9.565,25.286,-0.075,0.126,25.286
2543,2544,101.72,sample_21_2544.wav,sample_21_2544.jpg,,,26.0,21,Laser defocus,48.472,-0.005,9.55,25.627,0.05,0.5,25.632
2544,2545,101.76,sample_21_2545.wav,sample_21_2545.jpg,,,26.0,21,Laser defocus,49.38,-0.013,9.567,25.053,-0.271,0.96,25.073
2545,2546,101.8,sample_21_2546.wav,sample_21_2546.jpg,,,26.0,21,Laser defocus,50.372,-0.018,9.563,25.04,-0.127,0.177,25.041
2546,2547,101.84,sample_21_2547.wav,sample_21_2547.jpg,,,26.0,21,Laser defocus,51.375,-0.017,9.566,24.514,-0.247,-0.173,24.516
2547,2548,101.88,sample_21_2548.wav,sample_21_2548.jpg,,,26.0,21,Laser defocus,52.476,-0.005,9.558,25.848,-0.025,0.889,25.863
2548,2549,101.92,sample_21_2549.wav,sample_21_2549.jpg,,,26.0,21,Laser defocus,53.475,0.001,9.564,24.697,0.099,0.0,24.697
2549,2550,101.96000000000001,sample_21_2550.wav,sample_21_2550.jpg,,,26.0,21,Laser defocus,54.484,-0.004,9.569,24.984,-0.173,0.247,24.986
2550,2551,102.0,sample_21_2551.wav,sample_21_2551.jpg,,,26.0,21,Laser defocus,55.375,-0.006,9.554,24.3,0.591,-1.577,24.358
2551,2552,102.04,sample_21_2552.wav,sample_21_2552.jpg,,,26.0,21,Laser defocus,56.378,-0.012,9.557,22.962,0.402,-0.829,22.981
2552,2553,102.08,sample_21_2553.wav,sample_21_2553.jpg,,,26.0,21,Laser defocus,57.484,-0.002,9.562,24.703,0.494,-0.518,24.713
2553,2554,102.12,sample_21_2554.wav,sample_21_2554.jpg,,,26.0,21,Laser defocus,58.2,-0.004,9.577,25.639,-0.816,0.586,25.659
2554,2555,102.16,sample_21_2555.wav,sample_21_2555.jpg,,,26.0,21,Laser defocus,59.389,-0.01,9.568,24.359,0.427,-0.151,24.363
2555,2556,102.2,sample_21_2556.wav,sample_21_2556.jpg,,,26.0,21,Laser defocus,60.373,-0.016,9.564,24.32,0.497,-0.696,24.335
2556,2557,102.24000000000001,sample_21_2557.wav,sample_21_2557.jpg,,,26.0,21,Laser defocus,61.476,-0.01,9.569,24.639,0.51,-0.561,24.651
2557,2558,102.28,sample_21_2558.wav,sample_21_2558.jpg,,,26.0,21,Laser defocus,62.475,0.001,9.561,25.015,0.154,-0.205,25.017
2558,2559,102.32000000000001,sample_21_2559.wav,sample_21_2559.jpg,,,26.0,21,Laser defocus,63.374,-0.0,9.554,25.84,-0.68,0.907,25.865
2559,2560,102.36,sample_21_2560.wav,sample_21_2560.jpg,,,26.0,21,Laser defocus,64.381,-0.006,9.562,25.867,-0.487,1.583,25.92
2560,2561,102.4,sample_21_2561.wav,sample_21_2561.jpg,,,26.0,21,Laser defocus,65.486,-0.012,9.575,25.761,-0.126,1.105,25.785
2561,2562,102.44,sample_21_2562.wav,sample_21_2562.jpg,,,26.0,21,Laser defocus,66.488,-0.005,9.573,25.499,-0.1,0.275,25.501
2562,2563,102.48,sample_21_2563.wav,sample_21_2563.jpg,,,26.0,21,Laser defocus,67.381,0.005,9.547,24.838,-0.513,0.024,24.843
2563,2564,102.52,sample_21_2564.wav,sample_21_2564.jpg,,,26.0,21,Laser defocus,68.487,-0.006,9.553,25.381,-0.64,0.154,25.39
2564,2565,102.56,sample_21_2565.wav,sample_21_2565.jpg,,,26.0,21,Laser defocus,69.383,-0.009,9.554,25.783,-0.229,0.382,25.787
2565,2566,102.60000000000001,sample_21_2566.wav,sample_21_2566.jpg,,,26.0,21,Laser defocus,70.376,-0.003,9.561,25.075,0.173,-0.42,25.079
2566,2567,102.64,sample_21_2567.wav,sample_21_2567.jpg,,,26.0,21,Laser defocus,71.389,0.007,9.562,25.805,0.33,-0.127,25.807
2567,2568,102.68,sample_21_2568.wav,sample_21_2568.jpg,Crack,Defective,26.0,21,Laser defocus,72.485,0.002,9.566,24.706,-0.548,0.374,24.715
2568,2569,102.72,sample_21_2569.wav,sample_21_2569.jpg,Crack,Defective,26.0,21,Laser defocus,73.464,-0.006,9.559,24.323,-0.733,-0.733,24.345
2569,2570,102.76,sample_21_2570.wav,sample_21_2570.jpg,Crack,Defective,26.0,21,Laser defocus,74.466,-0.014,9.565,25.634,-0.05,0.353,25.637
2570,2571,102.8,sample_21_2571.wav,sample_21_2571.jpg,Crack,Defective,26.0,21,Laser defocus,75.359,-0.005,9.548,25.125,0.252,-0.479,25.131
2571,2572,102.84,sample_21_2572.wav,sample_21_2572.jpg,,,26.0,21,Laser defocus,76.469,0.009,9.557,25.691,0.228,-0.025,25.692
2572,2573,102.88,sample_21_2573.wav,sample_21_2573.jpg,,,26.0,21,Laser defocus,77.479,0.002,9.568,25.977,-0.28,0.535,25.984
2573,2574,102.92,sample_21_2574.wav,sample_21_2574.jpg,,,26.0,21,Laser defocus,78.492,-0.011,9.579,24.33,-0.347,-0.644,24.341
2574,2575,102.96000000000001,sample_21_2575.wav,sample_21_2575.jpg,,,26.0,21,Laser defocus,79.481,-0.009,9.565,24.892,-0.177,0.126,24.893
2575,2576,103.0,sample_21_2576.wav,sample_21_2576.jpg,,,26.0,21,Laser defocus,80.369,-0.002,9.554,24.21,-0.025,-0.025,24.21
2576,2577,103.04,sample_21_2577.wav,sample_21_2577.jpg,,,26.0,21,Laser defocus,81.379,0.0,9.567,25.501,0.227,0.177,25.503
2577,2578,103.08,sample_21_2578.wav,sample_21_2578.jpg,,,26.0,21,Laser defocus,82.482,0.0,9.571,25.073,0.196,0.27,25.075
2578,2579,103.12,sample_21_2579.wav,sample_21_2579.jpg,,,26.0,21,Laser defocus,83.371,-0.002,9.563,24.304,0.502,-1.028,24.33
2579,2580,103.16,sample_21_2580.wav,sample_21_2580.jpg,,,26.0,21,Laser defocus,84.368,-0.007,9.568,24.589,0.247,0.049,24.591
2580,2581,103.2,sample_21_2581.wav,sample_21_2581.jpg,,,26.0,21,Laser defocus,85.472,0.0,9.572,25.138,-0.126,0.076,25.138
2581,2582,103.24000000000001,sample_21_2582.wav,sample_21_2582.jpg,,,26.0,21,Laser defocus,86.48,0.001,9.574,25.22,0.05,-0.15,25.22
2582,2583,103.28,sample_21_2583.wav,sample_21_2583.jpg,,,26.0,21,Laser defocus,87.384,-0.008,9.565,24.694,0.399,-0.548,24.704
2583,2584,103.32000000000001,sample_21_2584.wav,sample_21_2584.jpg,,,26.0,21,Laser defocus,88.458,-0.022,9.574,22.325,-1.638,0.486,22.39
2584,2585,103.36,sample_21_2585.wav,sample_21_2585.jpg,,,26.0,21,Laser defocus,89.174,-0.046,9.61,17.294,0.882,0.176,17.317
2585,2586,103.4,sample_21_2586.wav,sample_21_2586.jpg,,,26.0,21,Laser defocus,89.681,-0.038,9.598,9.081,-0.125,-0.425,9.092
2586,2587,103.44,sample_21_2587.wav,sample_21_2587.jpg,,,26.0,21,Laser defocus,89.898,-0.035,9.58,2.13,0.269,-0.539,2.214
2587,2588,103.48,sample_21_2588.wav,sample_21_2588.jpg,,,26.0,21,Laser defocus,89.946,0.022,9.53,0.225,0.25,0.0,0.337
2588,2589,103.52,sample_21_2589.wav,sample_21_2589.jpg,,,26.0,21,Laser defocus,89.955,0.022,9.537,0.201,0.0,0.251,0.322
2589,2590,103.56,sample_21_2590.wav,sample_21_2590.jpg,,,26.0,21,Laser defocus,89.968,0.02,9.573,-0.051,0.304,0.685,0.751
2590,2591,103.60000000000001,sample_21_2591.wav,sample_21_2591.jpg,,,26.0,21,Laser defocus,89.959,0.028,9.628,0.126,-0.101,2.072,2.079
2591,2592,103.64,sample_21_2592.wav,sample_21_2592.jpg,,,26.0,21,Laser defocus,89.957,0.03,9.722,0.074,0.149,2.53,2.535
2592,2593,103.68,sample_21_2593.wav,sample_21_2593.jpg,,,26.0,21,Laser defocus,89.957,0.031,9.782,1.049,-0.749,4.621,4.798
2593,2594,103.72,sample_21_2594.wav,sample_21_2594.jpg,,,26.0,21,Laser defocus,89.967,0.024,9.827,0.128,-0.128,0.997,1.013
2594,2595,103.76,sample_21_2595.wav,sample_21_2595.jpg,,,26.0,21,Laser defocus,89.97,0.008,9.9,-0.299,-1.122,4.638,4.782
2595,2596,103.8,sample_21_2596.wav,sample_21_2596.jpg,,,26.0,21,Laser defocus,89.793,0.037,10.055,-9.255,2.692,1.051,9.696
2596,2597,103.84,sample_21_2597.wav,sample_21_2597.jpg,,,26.0,21,Laser defocus,89.254,0.189,10.047,-18.788,3.808,-0.555,19.178
2597,2598,103.88,sample_21_2598.wav,sample_21_2598.jpg,,,26.0,21,Laser defocus,88.489,0.283,10.003,-22.959,3.312,-2.276,23.308
2598,2599,103.92,sample_21_2599.wav,sample_21_2599.jpg,,,26.0,21,Laser defocus,87.471,0.282,9.963,-27.065,-2.222,-0.691,27.165
2599,2600,103.96000000000001,sample_21_2600.wav,sample_21_2600.jpg,,,26.0,21,Laser defocus,86.284,0.158,9.959,-27.922,-2.25,-0.288,28.014
2600,2601,104.0,sample_21_2601.wav,sample_21_2601.jpg,,,26.0,21,Laser defocus,85.351,0.111,9.969,-25.763,-0.63,-0.277,25.772
2601,2602,104.04,sample_21_2602.wav,sample_21_2602.jpg,,,26.0,21,Laser defocus,84.257,0.084,9.988,-25.233,-0.026,-0.415,25.237
2602,2603,104.08,sample_21_2603.wav,sample_21_2603.jpg,,,26.0,21,Laser defocus,83.26,0.068,9.971,-25.463,-0.077,-0.973,25.482
2603,2604,104.12,sample_21_2604.wav,sample_21_2604.jpg,,,26.0,21,Laser defocus,82.27,0.062,9.952,-24.669,0.025,-0.893,24.686
2604,2605,104.16,sample_21_2605.wav,sample_21_2605.jpg,,,26.0,21,Laser defocus,81.384,0.061,9.947,-24.322,0.097,-0.507,24.327
2605,2606,104.2,sample_21_2606.wav,sample_21_2606.jpg,,,26.0,21,Laser defocus,80.3,0.064,9.953,-25.53,0.176,-0.352,25.533
2606,2607,104.24000000000001,sample_21_2607.wav,sample_21_2607.jpg,,,26.0,21,Laser defocus,79.406,0.069,9.943,-25.184,0.101,-0.755,25.196
2607,2608,104.28,sample_21_2608.wav,sample_21_2608.jpg,,,26.0,21,Laser defocus,78.319,0.07,9.94,-24.914,0.501,-0.727,24.93
2608,2609,104.32000000000001,sample_21_2609.wav,sample_21_2609.jpg,,,26.0,21,Laser defocus,77.424,0.061,9.947,-25.636,0.304,-0.127,25.638
2609,2610,104.36,sample_21_2610.wav,sample_21_2610.jpg,,,26.0,21,Laser defocus,76.305,0.063,9.951,-25.134,0.148,-0.615,25.142
2610,2611,104.4,sample_21_2611.wav,sample_21_2611.jpg,,,26.0,21,Laser defocus,75.302,0.066,9.941,-25.955,-0.202,-0.781,25.967
2611,2612,104.44,sample_21_2612.wav,sample_21_2612.jpg,,,26.0,21,Laser defocus,74.317,0.057,9.945,-26.021,-0.594,0.516,26.033
2612,2613,104.48,sample_21_2613.wav,sample_21_2613.jpg,,,26.0,21,,73.416,0.049,9.948,-24.899,-0.975,1.275,24.951
2613,2614,104.52,sample_21_2614.wav,sample_21_2614.jpg,,,26.0,21,,72.32,0.044,9.962,-24.837,-0.253,1.036,24.86
2614,2615,104.56,sample_21_2615.wav,sample_21_2615.jpg,Laser-off,Laser-off,,21,,71.326,0.049,9.947,-24.334,0.076,0.454,24.339
2615,2616,104.60000000000001,sample_21_2616.wav,sample_21_2616.jpg,Laser-off,Laser-off,,21,Laser-off,70.328,0.057,9.942,-24.592,-0.151,0.755,24.604
2616,2617,104.64,sample_21_2617.wav,sample_21_2617.jpg,Laser-off,Laser-off,,21,Laser-off,69.432,0.062,9.94,-23.437,-0.462,0.511,23.447
2617,2618,104.68,sample_21_2618.wav,sample_21_2618.jpg,Laser-off,Laser-off,,21,Laser-off,68.436,0.056,9.939,-25.087,-0.8,0.4,25.103
2618,2619,104.72,sample_21_2619.wav,sample_21_2619.jpg,Laser-off,Laser-off,,21,Laser-off,67.323,0.051,9.935,-24.434,-0.664,0.591,24.45
2619,2620,104.76,sample_21_2620.wav,sample_21_2620.jpg,Laser-off,Laser-off,,21,,66.406,0.062,9.925,-23.682,0.428,-0.285,23.688
2620,2621,104.8,sample_21_2621.wav,sample_21_2621.jpg,,,27.0,21,,65.419,0.066,9.938,-24.778,0.404,-0.126,24.781
2621,2622,104.84,sample_21_2622.wav,sample_21_2622.jpg,,,27.0,21,,64.332,0.068,9.944,-24.444,-0.221,0.074,24.445
2622,2623,104.88,sample_21_2623.wav,sample_21_2623.jpg,,,27.0,21,Laser defocus,63.417,0.066,9.938,-25.306,0.145,-0.773,25.318
2623,2624,104.92,sample_21_2624.wav,sample_21_2624.jpg,,,27.0,21,Laser defocus,62.919,0.06,9.936,-25.192,0.2,-0.851,25.208
2624,2625,104.96000000000001,sample_21_2625.wav,sample_21_2625.jpg,,,27.0,21,Laser defocus,61.42,0.069,9.926,-25.132,0.38,-0.329,25.137
2625,2626,105.0,sample_21_2626.wav,sample_21_2626.jpg,,,27.0,21,Laser defocus,60.53,0.068,9.934,-25.198,0.227,0.05,25.199
2626,2627,105.04,sample_21_2627.wav,sample_21_2627.jpg,,,27.0,21,Laser defocus,59.336,0.061,9.946,-25.473,0.35,-0.3,25.477
2627,2628,105.08,sample_21_2628.wav,sample_21_2628.jpg,,,27.0,21,Laser defocus,58.328,0.054,9.937,-38.304,-0.524,-0.562,38.311
2628,2629,105.12,sample_21_2629.wav,sample_21_2629.jpg,,,27.0,21,Laser defocus,57.323,0.051,9.945,-25.755,-0.051,0.203,25.756
2629,2630,105.16,sample_21_2630.wav,sample_21_2630.jpg,,,27.0,21,Laser defocus,56.417,0.051,9.942,-24.869,-0.277,0.503,24.876
2630,2631,105.2,sample_21_2631.wav,sample_21_2631.jpg,,,27.0,21,Laser defocus,55.423,0.047,9.953,-24.934,0.402,-0.025,24.937
2631,2632,105.24000000000001,sample_21_2632.wav,sample_21_2632.jpg,,,27.0,21,Laser defocus,54.312,0.036,9.95,-46.424,0.092,-0.646,46.429
2632,2633,105.28,sample_21_2633.wav,sample_21_2633.jpg,,,27.0,21,Laser defocus,53.3,0.026,9.956,-25.857,0.025,0.076,25.857
2633,2634,105.32000000000001,sample_21_2634.wav,sample_21_2634.jpg,,,27.0,21,Laser defocus,52.311,0.027,9.971,-24.684,0.148,-0.049,24.684
2634,2635,105.36,sample_21_2635.wav,sample_21_2635.jpg,,,27.0,21,Laser defocus,51.319,0.03,9.974,-25.295,0.251,-0.603,25.304
2635,2636,105.4,sample_21_2636.wav,sample_21_2636.jpg,,,27.0,21,Laser defocus,50.321,0.024,9.968,-26.092,0.076,-0.458,26.096
2636,2637,105.44,sample_21_2637.wav,sample_21_2637.jpg,,,27.0,21,Laser defocus,49.421,0.017,9.967,-23.991,-0.618,0.989,24.02
2637,2638,105.48,sample_21_2638.wav,sample_21_2638.jpg,,,27.0,21,Laser defocus,48.416,0.018,9.966,-24.317,-0.219,0.39,24.321
2638,2639,105.52,sample_21_2639.wav,sample_21_2639.jpg,,,27.0,21,Laser defocus,47.414,0.024,9.967,-24.641,-0.477,0.176,24.647
2639,2640,105.56,sample_21_2640.wav,sample_21_2640.jpg,,,27.0,21,Laser defocus,46.409,0.028,9.962,-24.709,-0.748,0.424,24.724
2640,2641,105.60000000000001,sample_21_2641.wav,sample_21_2641.jpg,,,27.0,21,Laser defocus,45.314,0.024,9.965,-25.352,-0.413,0.645,25.364
2641,2642,105.64,sample_21_2642.wav,sample_21_2642.jpg,,,27.0,21,Laser defocus,44.304,0.02,9.965,-24.954,0.254,-0.051,24.956
2642,2643,105.68,sample_21_2643.wav,sample_21_2643.jpg,,,27.0,21,Laser defocus,43.391,0.022,9.952,-24.945,0.64,-1.01,24.973
2643,2644,105.72,sample_21_2644.wav,sample_21_2644.jpg,,,27.0,21,Laser defocus,42.394,0.021,9.959,-24.453,0.097,0.461,24.457
2644,2645,105.76,sample_21_2645.wav,sample_21_2645.jpg,,,27.0,21,Laser defocus,41.797,0.022,9.958,-24.5,0.56,-1.12,24.532
2645,2646,105.8,sample_21_2646.wav,sample_21_2646.jpg,,,27.0,21,Laser defocus,41.698,0.023,9.955,-25.123,0.304,-0.761,25.136
2646,2647,105.84,sample_21_2647.wav,sample_21_2647.jpg,,,27.0,21,Laser defocus,39.312,0.009,9.972,-25.245,0.437,0.515,25.254
2647,2648,105.88,sample_21_2648.wav,sample_21_2648.jpg,,,27.0,21,Laser defocus,38.315,0.016,9.97,-26.068,0.412,-0.309,26.073
2648,2649,105.92,sample_21_2649.wav,sample_21_2649.jpg,,,27.0,21,Laser defocus,37.312,0.024,9.967,-24.841,-0.075,0.149,24.841
2649,2650,105.96000000000001,sample_21_2650.wav,sample_21_2650.jpg,,,27.0,21,Laser defocus,36.306,0.02,9.958,-25.983,0.378,-1.463,26.027
2650,2651,106.0,sample_21_2651.wav,sample_21_2651.jpg,,,27.0,21,Laser defocus,35.307,0.016,9.965,-25.502,0.277,-0.454,25.507
2651,2652,106.04,sample_21_2652.wav,sample_21_2652.jpg,,,27.0,21,Laser defocus,34.294,0.014,9.962,-24.56,0.684,-0.269,24.571
2652,2653,106.08,sample_21_2653.wav,sample_21_2653.jpg,,,27.0,21,Laser defocus,33.297,0.015,9.979,-26.085,0.433,-0.306,26.091
2653,2654,106.12,sample_21_2654.wav,sample_21_2654.jpg,,,27.0,21,Laser defocus,32.305,0.017,9.977,-24.644,-0.43,0.784,24.66
2654,2655,106.16,sample_21_2655.wav,sample_21_2655.jpg,,,27.0,21,Laser defocus,31.303,0.011,9.972,-25.188,-0.866,0.569,25.209
2655,2656,106.2,sample_21_2656.wav,sample_21_2656.jpg,,,27.0,21,Laser defocus,30.398,0.004,9.962,-23.962,-0.729,0.413,23.977
2656,2657,106.24000000000001,sample_21_2657.wav,sample_21_2657.jpg,,,27.0,21,Laser defocus,29.304,0.01,9.969,-24.228,0.025,0.575,24.235
2657,2658,106.28,sample_21_2658.wav,sample_21_2658.jpg,,,27.0,21,Laser defocus,28.309,0.019,9.969,-25.22,0.1,-0.15,25.22
2658,2659,106.32000000000001,sample_21_2659.wav,sample_21_2659.jpg,,,27.0,21,Laser defocus,27.408,0.016,9.975,-24.713,-0.37,0.641,24.724
2659,2660,106.36,sample_21_2660.wav,sample_21_2660.jpg,,,27.0,21,Laser defocus,26.299,0.006,9.974,-26.497,0.129,-0.569,26.504
2660,2661,106.4,sample_21_2661.wav,sample_21_2661.jpg,,,27.0,21,Laser defocus,25.307,0.001,9.984,-24.264,0.492,-0.025,24.269
2661,2662,106.44,sample_21_2662.wav,sample_21_2662.jpg,,,27.0,21,Laser defocus,24.399,0.007,9.978,-24.661,0.815,-1.186,24.703
2662,2663,106.48,sample_21_2663.wav,sample_21_2663.jpg,,,27.0,21,Laser defocus,23.3,0.012,9.974,-26.43,0.0,-0.438,26.434
2663,2664,106.52,sample_21_2664.wav,sample_21_2664.jpg,,,27.0,21,Laser defocus,22.291,0.016,9.962,-25.317,-0.025,-0.643,25.325
2664,2665,106.56,sample_21_2665.wav,sample_21_2665.jpg,,,27.0,21,Laser defocus,21.3,0.006,9.974,-25.026,0.201,-0.302,25.028
2665,2666,106.60000000000001,sample_21_2666.wav,sample_21_2666.jpg,,,27.0,21,Laser defocus,20.411,0.007,9.982,-24.948,-0.101,0.177,24.949
2666,2667,106.64,sample_21_2667.wav,sample_21_2667.jpg,,,27.0,21,Laser defocus,19.325,0.015,9.979,-24.481,0.44,-0.293,24.487
2667,2668,106.68,sample_21_2668.wav,sample_21_2668.jpg,,,27.0,21,Laser defocus,18.414,0.017,9.966,-23.988,-0.557,0.411,23.997
2668,2669,106.72,sample_21_2669.wav,sample_21_2669.jpg,,,27.0,21,Laser defocus,17.298,0.011,9.961,-25.05,-0.834,0.758,25.075
2669,2670,106.76,sample_21_2670.wav,sample_21_2670.jpg,,,27.0,21,Laser defocus,16.311,0.005,9.974,-23.914,-0.346,0.89,23.934
2670,2671,106.8,sample_21_2671.wav,sample_21_2671.jpg,,,27.0,21,Laser defocus,15.303,0.011,9.969,-25.139,0.126,0.025,25.139
2671,2672,106.84,sample_21_2672.wav,sample_21_2672.jpg,,,27.0,21,Laser defocus,14.303,0.012,9.972,-25.876,0.483,-0.763,25.892
2672,2673,106.88,sample_21_2673.wav,sample_21_2673.jpg,,,27.0,21,Laser defocus,13.292,0.011,9.97,-25.222,-0.297,-0.347,25.226
2673,2674,106.92,sample_21_2674.wav,sample_21_2674.jpg,,,27.0,21,Laser defocus,12.292,0.01,9.974,-25.525,0.278,-0.682,25.535
2674,2675,106.96000000000001,sample_21_2675.wav,sample_21_2675.jpg,,,27.0,21,Laser defocus,11.307,0.006,9.984,-24.473,0.152,0.429,24.478
2675,2676,107.0,sample_21_2676.wav,sample_21_2676.jpg,,,27.0,21,Laser defocus,10.411,0.007,9.973,-24.331,0.658,-1.291,24.374
2676,2677,107.04,sample_21_2677.wav,sample_21_2677.jpg,,,27.0,21,Laser defocus,9.319,0.012,9.969,-25.638,0.352,-0.427,25.644
2677,2678,107.08,sample_21_2678.wav,sample_21_2678.jpg,,,27.0,21,Laser defocus,8.308,0.012,9.964,-25.442,0.05,0.05,25.442
2678,2679,107.12,sample_21_2679.wav,sample_21_2679.jpg,,,27.0,21,Laser defocus,7.317,0.008,9.987,-24.668,-0.301,1.281,24.703
2679,2680,107.16,sample_21_2680.wav,sample_21_2680.jpg,,,27.0,21,Laser defocus,6.321,0.01,9.978,-24.846,-0.312,0.779,24.861
2680,2681,107.2,sample_21_2681.wav,sample_21_2681.jpg,,,27.0,21,Laser defocus,5.315,0.012,9.965,-25.388,-0.404,0.227,25.392
2681,2682,107.24000000000001,sample_21_2682.wav,sample_21_2682.jpg,,,27.0,21,Laser defocus,4.299,0.016,9.961,-24.325,-0.478,-0.406,24.333
2682,2683,107.28,sample_21_2683.wav,sample_21_2683.jpg,,,27.0,21,Laser defocus,3.293,0.015,9.963,-25.59,0.449,-0.424,25.598
2683,2684,107.32000000000001,sample_21_2684.wav,sample_21_2684.jpg,,,27.0,21,Laser defocus,2.297,0.017,9.974,-25.193,0.101,-0.126,25.194
2684,2685,107.36,sample_21_2685.wav,sample_21_2685.jpg,,,27.0,21,Laser defocus,1.356,0.052,9.943,-20.054,1.845,-0.787,20.154
2685,2686,107.4,sample_21_2686.wav,sample_21_2686.jpg,,,27.0,21,Laser defocus,0.649,0.042,9.962,-14.83,0.252,-0.025,14.832
2686,2687,107.44,sample_21_2687.wav,sample_21_2687.jpg,,,27.0,21,Laser defocus,0.219,0.047,9.966,-7.456,0.025,0.05,7.456
2687,2688,107.48,sample_21_2688.wav,sample_21_2688.jpg,,,27.0,21,Laser defocus,0.077,0.023,9.991,-2.072,-2.296,1.572,3.47
2688,2689,107.52,sample_21_2689.wav,sample_21_2689.jpg,,,27.0,21,Laser defocus,0.047,-0.012,10.009,-0.126,0.0,0.0,0.126
2689,2690,107.56,sample_21_2690.wav,sample_21_2690.jpg,,,27.0,21,Laser defocus,0.046,-0.024,10.062,0.177,-0.656,3.383,3.451
2690,2691,107.60000000000001,sample_21_2691.wav,sample_21_2691.jpg,,,27.0,21,Laser defocus,0.044,-0.027,10.118,0.221,-0.197,2.802,2.818
2691,2692,107.64,sample_21_2692.wav,sample_21_2692.jpg,,,27.0,21,Laser defocus,0.047,-0.031,10.218,0.049,-0.121,2.744,2.748
2692,2693,107.68,sample_21_2693.wav,sample_21_2693.jpg,,,27.0,21,Laser defocus,0.04,-0.029,10.333,-0.682,0.303,0.985,1.236
2693,2694,107.72,sample_21_2694.wav,sample_21_2694.jpg,,,27.0,21,Laser defocus,0.031,-0.022,10.371,0.0,0.147,0.466,0.489
2694,2695,107.76,sample_21_2695.wav,sample_21_2695.jpg,,,27.0,21,Laser defocus,0.023,-0.017,10.373,-0.253,0.076,-0.076,0.274
2695,2696,107.8,sample_21_2696.wav,sample_21_2696.jpg,,,27.0,21,Laser defocus,0.052,0.001,10.36,2.266,0.438,-0.644,2.396
2696,2697,107.84,sample_21_2697.wav,sample_21_2697.jpg,,,27.0,21,Laser defocus,0.256,-0.043,10.383,8.761,-3.941,2.284,9.875
2697,2698,107.88,sample_21_2698.wav,sample_21_2698.jpg,,,27.0,21,Laser defocus,0.917,-0.185,10.523,18.92,-2.805,3.838,19.508
2698,2699,107.92,sample_21_2699.wav,sample_21_2699.jpg,,,27.0,21,Laser defocus,1.824,-0.252,10.595,25.156,-1.802,2.082,25.306
2699,2700,107.96000000000001,sample_21_2700.wav,sample_21_2700.jpg,,,27.0,21,Laser defocus,2.858,-0.186,10.561,26.034,2.566,-1.495,26.203
2700,2701,108.0,sample_21_2701.wav,sample_21_2701.jpg,,,27.0,21,Laser defocus,3.928,-0.11,10.529,26.845,1.434,-0.478,26.887
2701,2702,108.04,sample_21_2702.wav,sample_21_2702.jpg,,,27.0,21,Laser defocus,4.929,-0.065,10.457,24.556,0.202,-1.644,24.612
2702,2703,108.08,sample_21_2703.wav,sample_21_2703.jpg,,,27.0,21,Laser defocus,5.914,-0.056,10.421,24.543,-0.125,-0.499,24.549
2703,2704,108.12,sample_21_2704.wav,sample_21_2704.jpg,,,27.0,21,Laser defocus,6.906,-0.048,10.394,25.061,0.686,-1.398,25.109
2704,2705,108.16,sample_21_2705.wav,sample_21_2705.jpg,,,27.0,21,Laser defocus,7.808,-0.051,10.41,24.556,0.626,-0.275,24.566
2705,2706,108.2,sample_21_2706.wav,sample_21_2706.jpg,,,27.0,21,Laser defocus,8.887,-0.052,10.402,24.065,0.172,-0.418,24.069
2706,2707,108.24000000000001,sample_21_2707.wav,sample_21_2707.jpg,,,27.0,21,Laser defocus,9.889,-0.069,10.411,25.149,-0.851,1.101,25.188
2707,2708,108.28,sample_21_2708.wav,sample_21_2708.jpg,,,27.0,21,Laser defocus,10.773,-0.066,10.399,24.456,-0.638,0.417,24.468
2708,2709,108.32000000000001,sample_21_2709.wav,sample_21_2709.jpg,,,27.0,21,Laser defocus,11.855,-0.063,10.394,24.696,-0.172,0.418,24.7
2709,2710,108.36,sample_21_2710.wav,sample_21_2710.jpg,,,27.0,21,Laser defocus,12.753,-0.065,10.409,25.244,-0.369,0.886,25.262
